"","options"
"589","infant formula, mead johnson, enfamil, ar lipil, ready-to-feed, with ara and dha"
"590","infant formula, mead johnson, enfamil, ar lipil, powder, with ara and dha"
"591","infant formula, abbott nutrition, similac neosure, ready-to-feed, with ara and dha"
"592","infant formula, abbott nutrition, similac, neosure, powder, with ara and dha"
"593","infant formula, abbott nutrition, similac, sensitive (lactose free) ready-to-feed, with ara and dha"
"594","infant formula, abbott nutrition, similac, sensitive, (lactose free), liquid concentrate, with ara and dha"
"595","infant formula, abbott nutrition, similac, sensitive, (lactose free), powder, with ara and dha"
"596","infant formula, abbott nutrition, similac, advance, with iron, ready-to-feed"
"597","infant formula, abbott nutrition, similac, advance, with iron, powder, not reconstituted"
"598","infant formula, abbott nutrition, similac, advance, with iron, liquid concentrate, not reconstituted"
"599","infant formula, abbott nutrition, similac, isomil, advance with iron, liquid concentrate"
"600","infant formula, abbott nutrition, similac, isomil, advance with iron, ready-to-feed"
"601","infant formula, abbott nutrition, similac, isomil, advance with iron, powder, not reconstituted"
"602","infant formula, mead johnson, enfamil, enfacare lipil, ready-to-feed, with ara and dha"
"603","babyfood, yogurt, whole milk, with fruit, multigrain cereal and added dha fortified"
"604","infant formula, abbott nutrition, alimentum advance, with iron, powder, not reconstituted, with dha and ara"
"605","babyfood, mashed cheddar potatoes and broccoli, toddlers"
"606","infant formula, nestle, good start supreme, with iron, dha and ara, ready-to-feed"
"607","infant formula, nestle, good start supreme, with iron, dha and ara, prepared from liquid concentrate"
"608","infant formula, mead johnson, enfamil gentlease lipil, with iron, prepared from powder"
"609","babyfood, fortified cereal bar, fruit filling"
"610","babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified"
"611","infant formula, nestle, good start soy, with dha and ara, liquid concentrate"
"612","toddler formula, mead johnson, enfagrow, premium (formerly enfamil, lipil, next step), powder"
"613","toddler formula, mead johnson, enfagrow premium (formerly enfamil, lipil, next step), ready-to-feed"
"614","infant formula, mead johnson, enfamil, gentlease, powder"
"615","infant formula, mead johnson, enfamil, enfagrow, gentlease, toddler, ready-to-feed"
"616","infant formula, mead johnson, enfamil, enfagrow, soy, toddler ready-to-feed"
"617","infant formula, mead johnson, enfamil, nutramigen aa, ready-to-feed"
"618","infant formula, mead johnson, enfamil, premature, 20 calories ready-to-feed"
"619","infant formula, mead johnson, enfamil, premature, 24 calo ready-to-feed"
"620","infant formula, mead johnson, enfamil, premium, newborn, ready-to-feed"
"621","infant formula, gerber, good start 2 soy, with iron, ready-to-feed"
"622","infant formula, gerber, good start, protect plus, ready-to-feed"
"623","infant formula, gerber good start 2, gentle plus, ready-to-feed"
"624","infant formula, gerber, good start 2, protect plus, ready-to-feed"
"625","infant formula, abbott nutrition, similac, go and grow, ready-to-feed, with ara and dha"
"626","infant formula, abbott nutrition, similac, expert care, diarrhea, ready- to- feed with ara and dha"
"627","infant formula, abbott nutrition, similac, for spit up, ready-to-feed, with ara and dha"
"628","babyfood, fruit, banana and strawberry, junior"
"629","babyfood, banana with mixed berries, strained"
"630","babyfood, multigrain whole grain cereal, dry fortified"
"631","babyfood, baby mum mum rice biscuits"
"632","babyfood, snack, gerber, graduates, lil crunchies, baked whole grain corn snack"
"633","infant formula, abbott nutrition, similac, for spit up, powder, with ara and dha"
"634","fat, beef tallow"
"635","lard"
"636","salad dressing, kraft mayo light mayonnaise"
"637","salad dressing, kraft mayo fat free mayonnaise dressing"
"638","salad dressing, kraft miracle whip free nonfat dressing"
"639","salad dressing, russian dressing"
"640","salad dressing, sesame seed dressing, regular"
"641","salad dressing, thousand island, commercial, regular"
"642","salad dressing, mayonnaise type, regular, with salt"
"643","salad dressing, french dressing, reduced fat"
"644","salad dressing, italian dressing, commercial, reduced fat"
"645","salad dressing, russian dressing, low calorie"
"646","salad dressing, thousand island dressing, reduced fat"
"647","salad dressing, mayonnaise, regular"
"648","salad dressing, mayonnaise, soybean and safflower oil, with salt"
"649","salad dressing, mayonnaise, imitation, soybean"
"650","salad dressing, mayonnaise, imitation, milk cream"
"651","salad dressing, mayonnaise, imitation, soybean without cholesterol"
"652","sandwich spread, with chopped pickle, regular, unspecified oils"
"653","shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)"
"654","oil, soybean, salad or cooking, (partially hydrogenated)"
"655","oil, rice bran"
"656","oil, wheat germ"
"657","oil, peanut, salad or cooking"
"658","oil, soybean, salad or cooking"
"659","oil, coconut"
"660","oil, olive, salad or cooking"
"661","oil, palm"
"662","oil, sesame, salad or cooking"
"663","oil, sunflower, linoleic (less than 60%)"
"664","margarine, regular, hard, soybean (hydrogenated)"
"665","salad dressing, italian dressing, commercial, regular"
"666","salad dressing, french dressing, commercial, regular"
"667","margarine-like, vegetable oil spread, unspecified oils, approximately 37% fat, with salt"
"668","salad dressing, french, home recipe"
"669","salad dressing, home recipe, vinegar and oil"
"670","salad dressing, french dressing, commercial, regular, without salt"
"671","salad dressing, french dressing, reduced fat, without salt"
"672","salad dressing, italian dressing, commercial, regular, without salt"
"673","salad dressing, italian dressing, reduced fat, without salt"
"674","salad dressing, mayonnaise, soybean oil, without salt"
"675","salad dressing, french, cottonseed, oil, home recipe"
"676","salad dressing, french dressing, fat-free"
"677","oil, cocoa butter"
"678","oil, cottonseed, salad or cooking"
"679","oil, sunflower, linoleic, (approx. 65%)"
"680","oil, safflower, salad or cooking, linoleic, (over 70%)"
"681","oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)"
"682","vegetable oil, palm kernel"
"683","oil, poppyseed"
"684","oil, tomatoseed"
"685","oil, teaseed"
"686","oil, grapeseed"
"687","oil, corn, industrial and retail, all purpose salad or cooking"
"688","fat, mutton tallow"
"689","oil, walnut"
"690","oil, almond"
"691","oil, apricot kernel"
"692","oil, soybean lecithin"
"693","oil, hazelnut"
"694","oil, babassu"
"695","oil, sheanut"
"696","salad dressing, blue or roquefort cheese dressing, commercial, regular"
"697","oil, cupu assu"
"698","fat, chicken"
"699","oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed"
"700","shortening, household, lard and vegetable oil"
"701","oil, sunflower, linoleic, (partially hydrogenated)"
"702","shortening bread, soybean (hydrogenated) and cottonseed"
"703","shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)"
"704","shortening industrial, lard and vegetable oil"
"705","shortening frying (heavy duty), beef tallow and cottonseed"
"706","shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)"
"707","shortening industrial, soybean (hydrogenated) and cottonseed"
"708","shortening frying (heavy duty), palm (hydrogenated)"
"709","shortening household soybean (hydrogenated) and palm"
"710","shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)"
"711","shortening, confectionery, fractionated palm"
"712","oil, nutmeg butter"
"713","oil, ucuhuba butter"
"714","fat, duck"
"715","fat, turkey"
"716","fat, goose"
"717","oil, avocado"
"718","oil, canola"
"719","oil, mustard"
"720","oil, sunflower, high oleic (70% and over)"
"721","margarine-like, margarine-butter blend, soybean oil and butter"
"722","shortening, special purpose for cakes and frostings, soybean (hydrogenated)"
"723","shortening, special purpose for baking, soybean (hydrogenated) palm and cottonseed"
"724","oil, oat"
"725","fish oil, cod liver"
"726","fish oil, herring"
"727","fish oil, menhaden"
"728","fish oil, menhaden, fully hydrogenated"
"729","fish oil, salmon"
"730","fish oil, sardine"
"731","shortening, multipurpose, soybean (hydrogenated) and palm (hydrogenated)"
"732","margarine-like, vegetable oil-butter spread, tub, with salt"
"733","butter, light, stick, with salt"
"734","butter, light, stick, without salt"
"735","meat drippings (lard, beef tallow, mutton tallow)"
"736","animal fat, bacon grease"
"737","margarine, regular, 80% fat, composite, stick, with salt"
"738","margarine, regular, 80% fat, composite, tub, with salt"
"739","margarine-like, vegetable oil spread, 60% fat, stick, with salt"
"740","margarine-like, vegetable oil spread, 60% fat, tub, with salt"
"741","margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt"
"742","shortening, vegetable, household, composite"
"743","margarine, regular, 80% fat, composite, stick, without salt"
"744","margarine, regular, 80% fat, composite, tub, without salt"
"745","margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt"
"746","margarine-like, vegetable oil spread, fat free, liquid, with salt"
"747","margarine-like spread with yogurt, 70% fat, stick, with salt"
"748","margarine-like spread with yogurt, approximately 40% fat, tub, with salt"
"749","margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils"
"750","margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick"
"751","margarine spread, approximately 48% fat, tub"
"752","margarine-like, vegetable oil spread, fat-free, tub"
"753","margarine-like, vegetable oil spread, 20% fat, with salt"
"754","margarine-like, vegetable oil spread, 20% fat, without salt"
"755","salad dressing, thousand island dressing, fat-free"
"756","salad dressing, italian dressing, fat-free"
"757","salad dressing, ranch dressing, fat-free"
"758","salad dressing, ranch dressing, regular"
"759","salad dressing, ranch dressing, reduced fat"
"760","salad dressing, mayonnaise, light"
"761","oil, industrial, mid-oleic, sunflower"
"762","oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying"
"763","oil, industrial, canola for salads, woks and light frying"
"764","oil, industrial, canola (partially hydrogenated) oil for deep fat frying"
"765","oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts"
"766","oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables"
"767","shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening"
"768","oil, industrial, soy, refined, for woks and light frying"
"769","oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor"
"770","oil, industrial, soy ( partially hydrogenated), all purpose"
"771","oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry"
"772","oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening"
"773","margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries"
"774","oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter"
"775","oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter"
"776","oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product"
"777","oil, industrial, coconut, confection fat, typical basis for ice cream coatings"
"778","oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy"
"779","oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners"
"780","oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)"
"781","oil, industrial, palm kernel (hydrogenated), filling fat"
"782","oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings"
"783","margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries"
"784","shortening, industrial, soy (partially hydrogenated ) and corn for frying"
"785","shortening, industrial, soy (partially hydrogenated ) for baking and confections"
"786","margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy"
"787","usda commodity food, oil, vegetable, soybean, refined"
"788","usda commodity food, oil, vegetable, low saturated fat"
"789","margarine-like spread, smart balance regular buttery spread with flax oil"
"790","margarine-like spread, smart balance light buttery spread"
"791","margarine-like spread, smart beat super light without saturated fat"
"792","margarine-like spread, smart beat smart squeeze"
"793","margarine-like spread, smart balance omega plus spread (with plant sterols & fish oil)"
"794","oil, vegetable, natreon canola, high stability, non trans, high oleic (70%)"
"795","oil, pam cooking spray, original"
"796","margarine, margarine-like vegetable oil spread, 67-70% fat, tub"
"797","margarine, 80% fat, tub, canola harvest soft spread (canola, palm and palm kernel oils)"
"798","oil, cooking and salad, enova, 80% diglycerides"
"799","salad dressing, honey mustard dressing, reduced calorie"
"800","margarine-like spread, benecol light spread"
"801","salad dressing, spray-style dressing, assorted flavors"
